agency_id,agency_name,sector,location_id,location_name,location_type,lat,lon,gtfs_location_type,capture_date,source_url
kcmetro,King County Metro,transit,kcmetro-85542,Federal Way Downtown Station - Bay 12,transit_center_or_park_ride,47.3151779,-122.305496,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-85543,Federal Way Downtown Station - Bay 13,transit_center_or_park_ride,47.3150368,-122.30439,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-85630,Bellevue Transit Center - Bay 1,transit_center_or_park_ride,47.6156883,-122.196411,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-9134,U District Station - Bay 4,transit_center_or_park_ride,47.6600723,-122.313255,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-9582,U District Station - Bay 5,transit_center_or_park_ride,47.6596832,-122.313065,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-9587,U District Station - Bay 1,transit_center_or_park_ride,47.6598778,-122.314117,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-98750,Redmond Transit Center - Bay 2,transit_center_or_park_ride,47.6765938,-122.124161,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
sound_transit,Sound Transit,transit,sound_transit-C03,Westlake,station,47.611572,-122.33672,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00001,Westlake Station Entrance A1,transit_center_or_park_ride,47.61202,-122.335911,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00002,Westlake Station Entrance A2 Elevator,transit_center_or_park_ride,47.611883,-122.336856,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00003,Westlake Station Entrance B,transit_center_or_park_ride,47.611551,-122.337323,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00004,Westlake Station Entrance C1,transit_center_or_park_ride,47.610987,-122.338358,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00005,Westlake Station Entrance C2,transit_center_or_park_ride,47.610822,-122.338292,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00006,Westlake Station Entrance A1 Elevator,transit_center_or_park_ride,47.61193,-122.336606,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00007,Westlake Station Entrance C2 Elevator,transit_center_or_park_ride,47.610987,-122.337915,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C03-E-00008,Westlake Station Entrance C1 Elevator,transit_center_or_park_ride,47.611126,-122.338028,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C05,Symphony,station,47.60781,-122.33602,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C05-E-00001,Symphony Station Entrance A1,transit_center_or_park_ride,47.607918,-122.335873,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C05-E-00002,Symphony Station Entrance A2,transit_center_or_park_ride,47.607829,-122.336208,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C05-E-00003,Symphony Station Entrance B,transit_center_or_park_ride,47.607651,-122.336886,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C05-E-00004,Symphony Station Entrance C,transit_center_or_park_ride,47.607111,-122.335548,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07,Pioneer Square,station,47.60256,-122.331216,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07-E-00001,Pioneer Square Station Entrance A Elevator at 3rd Avenue,transit_center_or_park_ride,47.602995,-122.331479,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07-E-00002,Pioneer Square Station Entrance A Escalator at Cherry Street,transit_center_or_park_ride,47.603318,-122.331742,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07-E-00003,Pioneer Square Station Entrance B James Street,transit_center_or_park_ride,47.602642,-122.331904,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07-E-00004,Pioneer Square Station Entrance C Elevator at 3rd Ave/Prefontaine Park,transit_center_or_park_ride,47.601977,-122.330945,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C07-E-00005,Pioneer Square Station Entrance C Stairs at Yesler Way,transit_center_or_park_ride,47.601837,-122.331234,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C09,Int'l Dist/Chinatown,station,47.598355,-122.327992,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C09-E-00001,International District Station Entrance A northeast,transit_center_or_park_ride,47.598962,-122.3279,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C09-E-00002,International District Station Entrance A northwest,transit_center_or_park_ride,47.598961,-122.328137,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C09-E-00003,International District Station Entrance B southeast,transit_center_or_park_ride,47.598137,-122.327875,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C09-E-00004,International District Station Entrance B southwest,transit_center_or_park_ride,47.598139,-122.328135,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C13,Stadium,station,47.591108,-122.327172,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C13-E-00001,Stadium Station Entrance,transit_center_or_park_ride,47.592231,-122.327185,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C15,SODO,station,47.581074,-122.32739,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C15-E-00003,SODO Station East Entrance,transit_center_or_park_ride,47.580625,-122.32729,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C15-E-00004,SODO Station West Entrance,transit_center_or_park_ride,47.580625,-122.327475,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C19,Beacon Hill,station,47.579328,-122.311533,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C19-E-00001,Beacon Hill Station Entrance,transit_center_or_park_ride,47.579273,-122.311854,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C23,Mount Baker,station,47.57655,-122.297679,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C23-E-00001,Mount Baker Station East Entrance,transit_center_or_park_ride,47.576716,-122.297689,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C23-E-00002,Mount Baker Station North Entrance,transit_center_or_park_ride,47.57705,-122.298069,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C23-E-00003,Mount Baker Station South Entrance,transit_center_or_park_ride,47.576085,-122.297331,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C23-E-00004,Mount Baker Station West Entrance,transit_center_or_park_ride,47.576541,-122.297849,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C25,Columbia City,station,47.559733,-122.292692,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C25-E-00001,Columbia City Station North Entrance,transit_center_or_park_ride,47.560662,-122.29337,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C25-E-00002,Columbia City Station North Entrance,transit_center_or_park_ride,47.560662,-122.293214,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C25-E-00003,Columbia City Station South Entrance,transit_center_or_park_ride,47.558818,-122.292203,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C25-E-00004,Columbia City Station South Entrance,transit_center_or_park_ride,47.558836,-122.292059,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C27,Othello,station,47.537987,-122.281563,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C27-E-00001,Othello Station North Entrance,transit_center_or_park_ride,47.538737,-122.282037,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C27-E-00002,Othello Station North Entrance,transit_center_or_park_ride,47.538749,-122.281893,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C27-E-00003,Othello Station South Entrance,transit_center_or_park_ride,47.537269,-122.28128,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C27-E-00004,Othello Station South Entrance,transit_center_or_park_ride,47.537271,-122.281127,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C29,Rainier Beach,station,47.522394,-122.279391,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C29-E-00001,Rainier Beach Station Entrance,transit_center_or_park_ride,47.523099,-122.279212,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C35,Tukwila Int'l Blvd,station,47.464031,-122.287996,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C35-E-00001,Tukwila International Blvd Station Entrance,transit_center_or_park_ride,47.464192,-122.288005,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-C37,SeaTac/Airport,station,47.445381,-122.296898,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E01,Judkins Park,station,47.590299,-122.304508,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E07,Mercer Island,station,47.588198,-122.233232,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E09,South Bellevue,station,47.586556,-122.190396,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E09-E-00001,South Bellevue Station Entrance A,transit_center_or_park_ride,47.586996,-122.190532,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E09-E-00002,South Bellevue Station Entrance B,transit_center_or_park_ride,47.585996,-122.189886,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E11,East Main,station,47.608188,-122.191147,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E11-E-00001,East Main Station Entrance A,transit_center_or_park_ride,47.608673,-122.191096,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E11-E-00002,East Main Station Entrance B,transit_center_or_park_ride,47.607464,-122.19102,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E15,Bellevue Downtown,station,47.615223,-122.192084,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E15-E-00001,Bellevue Downtown Station Entrance A,transit_center_or_park_ride,47.615227,-122.191039,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E15-E-00002,Bellevue Downtown Station Entrance B1 stairs and escalator,transit_center_or_park_ride,47.615303,-122.192746,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E15-E-00003,Bellevue Downtown Station Entrance B2 Elevators,transit_center_or_park_ride,47.615414,-122.192906,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E15-E-00004,Bellevue Downtown Station Entrance B2 Elevators,transit_center_or_park_ride,47.615183,-122.1929,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E19,Wilburton,station,47.617967,-122.183762,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E19-E-00001,Wilburton Station Entrance A,transit_center_or_park_ride,47.618459,-122.183932,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E19-E-00002,Wilburton Station Entrance B,transit_center_or_park_ride,47.617474,-122.183918,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E21,Spring District,station,47.623773,-122.178573,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E21-E-00001,Spring District Station Entrance A1 Elevator North,transit_center_or_park_ride,47.623845,-122.178595,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E21-E-00002,Spring District Station Entrance A2 North,transit_center_or_park_ride,47.623845,-122.178595,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E21-E-00003,Spring District Station Entrance A2 South,transit_center_or_park_ride,47.62376,-122.178299,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E21-E-00004,Spring District Station Entrance A1 Elevator South,transit_center_or_park_ride,47.62376,-122.178299,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E23,BelRed,station,47.624448,-122.16564,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E23-E-00001,BelRed Station Entrance A,transit_center_or_park_ride,47.624493,-122.164668,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E23-E-00002,BelRed Station Entrance A,transit_center_or_park_ride,47.624392,-122.16467,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E23-E-00003,BelRed Station Entrance B,transit_center_or_park_ride,47.624512,-122.166857,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E23-E-00004,BelRed Station Entrance B,transit_center_or_park_ride,47.624414,-122.166859,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E25,Overlake Village,station,47.63631,-122.13892,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E25-E-00001,Overlake Village Station Entrance A,transit_center_or_park_ride,47.636713,-122.138212,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E25-E-00002,Overlake Village Station Entrance B,transit_center_or_park_ride,47.635823,-122.139506,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E27,Redmond Technology,station,47.644842,-122.133628,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E27-E-00001,Redmond Technology Station Entrance A,transit_center_or_park_ride,47.645542,-122.133635,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E27-E-00002,Redmond Technology Station Entrance B1,transit_center_or_park_ride,47.644179,-122.133521,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E27-E-00003,Redmond Technology Station Entrance B2,transit_center_or_park_ride,47.643996,-122.133475,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E27-E-00004,Redmond Technology Station Entrance C,transit_center_or_park_ride,47.64405,-122.133445,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E29,Marymoor Village,station,47.667263,-122.1098,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-E31,Downtown Redmond,station,47.671645,-122.11848,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS16440,Roosevelt Station - Bay 5,transit_center_or_park_ride,47.675457,-122.317467,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS23561,Roosevelt Station - Bay 3,transit_center_or_park_ride,47.677135,-122.315582,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS35318,Northgate Station - Bay 4,transit_center_or_park_ride,47.702309,-122.328026,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS9587,U District Station - Bay 1,transit_center_or_park_ride,47.659878,-122.314117,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_C35_T1,Tukwila Intl Blvd Station Bay 2,transit_center_or_park_ride,47.464027,-122.287933,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_C35_T2,Tukwila Intl Blvd Station Bay 3,transit_center_or_park_ride,47.463921,-122.287628,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E07_T1,Mercer Island Station - Bay 1,transit_center_or_park_ride,47.588642,-122.232317,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E09_T1,South Bellevue Station Bus Plaza - Bay 1,transit_center_or_park_ride,47.586687,-122.19043,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E09_T2,South Bellevue Station Bus Plaza - Bay 3,transit_center_or_park_ride,47.587005,-122.191327,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E27_T1,Redmond Technology Station Bay 4,transit_center_or_park_ride,47.644391,-122.133148,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E27_T2,Redmond Technology Station Bay 5,transit_center_or_park_ride,47.644569,-122.133036,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E29_T1,Marymoor Village Station Bay 4,transit_center_or_park_ride,47.667849,-122.107281,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E29_T2,Marymoor Village Station Bay 2,transit_center_or_park_ride,47.667787,-122.107527,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E31_T1,Downtown Redmond Station Bay 3,transit_center_or_park_ride,47.672103,-122.119262,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_E31_T2,Downtown Redmond Station Bay 2,transit_center_or_park_ride,47.671521,-122.118354,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N11_T1,Northgate Station Bay 2,transit_center_or_park_ride,47.702012,-122.328377,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N11_T2,Northgate Station Bay 4,transit_center_or_park_ride,47.702307,-122.327992,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N15_T1,Shoreline South/148th Station Bay 3,transit_center_or_park_ride,47.735717,-122.324873,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N15_T2,Shoreline South/148th Station Bay 2,transit_center_or_park_ride,47.736055,-122.325088,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N17_T1,Shoreline North/185th Station Bay 1,transit_center_or_park_ride,47.76383,-122.322712,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N17_T2,Shoreline North/185th Station Bay 3,transit_center_or_park_ride,47.764084,-122.322414,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N19_T1,Mountlake Terrace Fwy Station Bay 7,transit_center_or_park_ride,47.787566,-122.316282,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N19_T2,Mountlake Terrace Fwy Station Bay 6,transit_center_or_park_ride,47.78723,-122.316408,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N23_T1,Lynnwood City Center Station Bay A5,transit_center_or_park_ride,47.816293,-122.295833,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_N23_T2,Lynnwood City Center Station Bay D3,transit_center_or_park_ride,47.815878,-122.296312,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_S03_T1,Kent Des Moines Station - Bay 2,transit_center_or_park_ride,47.389469,-122.294583,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_S03_T2,Kent Des Moines Station - Bay 3,transit_center_or_park_ride,47.389587,-122.294833,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_S05_T1,Star Lake Station - Bay 1,transit_center_or_park_ride,47.359421,-122.297804,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-LS_S05_T2,Star Lake Station - Bay 4,transit_center_or_park_ride,47.35915,-122.297231,0,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N03,Capitol Hill,station,47.61906,-122.320195,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N03-E-00001,Capitol Hill Station Broadway Entrance,transit_center_or_park_ride,47.618426,-122.321062,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N03-E-00002,Capitol Hill Station Broadway/E John St Entrance,transit_center_or_park_ride,47.619784,-122.320597,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N03-E-00003,Capitol Hill Station E Denny Way Entrance,transit_center_or_park_ride,47.618634,-122.320275,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N05,Univ of Washington,station,47.649815,-122.303763,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N05-E-00001,University of Washington Station Center Entrance,transit_center_or_park_ride,47.649847,-122.303788,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N05-E-00002,University of Washington Station Center Entrance,transit_center_or_park_ride,47.649877,-122.303943,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N05-E-00003,University of Washington Station North Entrance at pedestrian bridge,transit_center_or_park_ride,47.649965,-122.303864,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N05-E-00004,University of Washington Station South Entrance,transit_center_or_park_ride,47.649666,-122.303938,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N07,U District,station,47.660301,-122.314132,1,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N07-E-00001,U District Station Entrance A,transit_center_or_park_ride,47.660794,-122.314171,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
sound_transit,Sound Transit,transit,sound_transit-N07-E-00002,U District Station Entrance B,transit_center_or_park_ride,47.659893,-122.314026,2,2026-09-07,https://gtfs.sound.obaweb.org/prod/40_gtfs.zip
