agency_id,agency_name,sector,location_id,location_name,location_type,lat,lon,gtfs_location_type,capture_date,source_url
kcmetro,King County Metro,transit,kcmetro-45301,Renton Transit Center - Bay 5,transit_center_or_park_ride,47.4809074,-122.20813,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-45303,Renton Transit Center - Bay 6,transit_center_or_park_ride,47.4801102,-122.20813,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-45305,Renton Transit Center - Bay 7,transit_center_or_park_ride,47.4798775,-122.20813,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46463,Renton Transit Center - Bay 10,transit_center_or_park_ride,47.4800987,-122.207756,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46464,Renton Transit Center - Bay 9,transit_center_or_park_ride,47.4805031,-122.207756,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46465,Renton Transit Center - Bay 8,transit_center_or_park_ride,47.4809685,-122.207756,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46476,Renton Transit Center - Bay 1,transit_center_or_park_ride,47.4807777,-122.208786,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46477,Renton Transit Center - Bay 2,transit_center_or_park_ride,47.4807777,-122.208549,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46478,Renton Transit Center - Bay 3,transit_center_or_park_ride,47.4804993,-122.208717,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-46479,Renton Transit Center - Bay 4,transit_center_or_park_ride,47.4804993,-122.208199,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-50011,Kent Des Moines Station - Bay 2,transit_center_or_park_ride,47.3894539,-122.294586,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-50013,Kent Des Moines Station - Bay 4,transit_center_or_park_ride,47.3896065,-122.29528,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-50014,Kent Des Moines Station - Bay 3,transit_center_or_park_ride,47.389595,-122.294868,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-50479,Kent Des Moines Station - Bay 6,transit_center_or_park_ride,47.3891869,-122.295967,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-52303,Burien Transit Center - Bay 3,transit_center_or_park_ride,47.4701042,-122.337067,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-52304,Burien Transit Center - Bay 4,transit_center_or_park_ride,47.4696922,-122.337288,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-52305,Burien Transit Center - Bay 5,transit_center_or_park_ride,47.4697571,-122.337097,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-52306,Burien Transit Center - Bay 6,transit_center_or_park_ride,47.4694099,-122.337318,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-53504,Kent-Des Moines Freeway Station,transit_center_or_park_ride,47.3912544,-122.292152,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-53541,Star Lake Station & S 270th St - Bay 1,transit_center_or_park_ride,47.3592911,-122.297684,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-53542,Star Lake Station & S 270th St - Bay 2,transit_center_or_park_ride,47.3594398,-122.297592,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
kcmetro,King County Metro,transit,kcmetro-55938,South Renton Park & Ride - Bay 2,transit_center_or_park_ride,47.4724579,-122.213127,0,2026-09-07,https://metro.kingcounty.gov/GTFS/google_transit.zip
