SchoolYear,OrganizationLevel,County,ESDOrganizationId,ESDName,DistrictOrganizationId,DistrictCode,DistrictName,StudentCount_OrganizationTotal,LanguageName,StudentCount_PrimaryLanguage,StudentCount_LanguageSpokenAtHome,StudentCount_PreferredFamilyLanguage,DataAsOf
2024-25,District,Spokane,100001,Educational Service District 101,100130,32362,Liberty School District,638,Russian,7,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100130,32362,Liberty School District,638,Spanish,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100130,32362,Liberty School District,638,Tongan,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Acholi,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Albanian,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,American Sign Language,8,6,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Amharic,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Arabic,32,25,17,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Armenian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Bangala,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Bengali,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Bosnian,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Burmese,0,0,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Cebuano,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Chin,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Chinese-Cantonese,5,5,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Chinese-Mandarin,18,11,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Chinese-Unspecified,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Chuuk,0,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Croation,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Dari,39,35,23,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Egyptian-Arabic,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,English,10471,10703,11018,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Farsi,14,10,4,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Finnish,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,French,5,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Fula,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Fur,2,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Georgian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,German,6,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Gujarati,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Haitian Creole,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Hindi,6,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Hmong,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Icelandic (Old),1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Ilokano,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Italian,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Japanese,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Kannada,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Kirundi,2,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Korean,10,7,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Kosraean,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Kurdish,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Lakota,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Marshallese,179,118,54,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Moldavian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Nepali,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Pashai,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Pashto,15,11,11,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Persian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Pilipino/Filipino,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Polish,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Portuguese,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Punjabi,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Romanian,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Russian,228,169,56,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Serbian,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Slovak,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Somali,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Spanish,75,57,34,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Swahili,5,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Tagalog,5,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Tamil,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Thai,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Ukrainian,50,43,22,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Urdu,5,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100144,32354,Mead School District,11265,Vietnamese,24,16,6,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Cambodian,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Chinese-Cantonese,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Danish,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,English,1964,1979,2004,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,German,1,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Japanese,3,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Korean,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Portuguese,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Romanian,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Russian,9,7,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Spanish,24,21,14,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Swahili,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Tagalog,5,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100145,32326,Medical Lake School District,2015,Unknown,3,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Amharic,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Chinese-Mandarin,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Chuuk,2,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Danish,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,English,1495,1500,1515,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,French,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,German,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Russian,10,11,4,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Spanish,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100165,32325,Nine Mile Falls School District,1520,Ukrainian,6,4,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100187,32123,Orchard Prairie School District,80,English,68,69,74,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100187,32123,Orchard Prairie School District,80,Russian,11,10,5,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100187,32123,Orchard Prairie School District,80,Spanish,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Arabic,0,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,English,1670,1667,1683,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Russian,24,26,18,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Spanish,3,3,8,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Tagalog,1,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Ukrainian,2,0,6,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100221,32416,Riverside School District,1700,Unknown,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Acholi,5,5,8,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,American Sign Language,10,12,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Amharic,16,11,4,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Anuak,4,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Apache,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Arabic,296,284,211,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Armenian,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bambara,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bantu,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bemba,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bengali,7,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bosnian,24,19,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Bulgarian,7,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Burmese,18,20,18,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chewa,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chin,27,23,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chinese-Cantonese,6,4,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chinese-Mandarin,22,17,8,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chinese-Unspecified,24,18,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chippewa,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chungki/Chunkese,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Chuuk,37,32,6,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Creole,5,5,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Croation,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Czech,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Daju,9,11,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Dari,201,208,131,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Dinka,4,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Egyptian-Arabic,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,English,28769,29108,30852,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Eritai,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Estonian,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Farsi,84,79,80,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,French,16,14,15,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Fur,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,German,7,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Haitian Creole,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Hawaiian,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Hindi,6,6,3,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Hmong,13,6,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Hungarian,1,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Ilokano,3,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Indonesian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Italian,4,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Japanese,9,17,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Karen,123,107,35,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Kikuyu,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Kinyarwanda,81,79,60,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Kiribati,5,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Kirundi,39,36,8,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Korean,17,13,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Kurdish,17,10,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Lao,4,3,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Lingala,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Lithuanian,3,3,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Luganda,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Malay,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Mam,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Marquesan,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Marshallese,814,712,312,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Moldavian,7,9,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Mongolian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Nepali,19,19,4,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Nigerian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Nuer,9,5,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Oromo,2,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Palau,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Pashto,170,155,85,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Persian,3,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Pilipino/Filipino,7,8,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Polish,3,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Portuguese,10,6,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Punjabi,11,10,6,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Rohingya,10,10,10,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Romanian,16,13,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Russian,597,584,374,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Salish,1,11,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Samoan,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Serbo-Croation,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Somali,13,13,12,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Spanish,720,653,375,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Sudanese-Arabic,19,19,8,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Swahili,160,155,85,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Tagalog,27,16,7,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Tamil,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Telugu,4,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Thai,6,6,4,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Tigrinya,42,43,33,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Turkish,8,11,5,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Ukrainian,142,132,79,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Unknown,11,10,5,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Urdu,6,6,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Uzbek,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100247,32081,Spokane School District,32900,Vietnamese,96,85,23,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100291,32363,West Valley School District (Spokane),3811,American Sign Language,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100291,32363,West Valley School District (Spokane),3811,Amharic,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Spokane,100001,Educational Service District 101,100291,32363,West Valley School District (Spokane),3811,Arabic,11,7,8,2025 Oct 30 12:00:00 AM
